649,600827,百联股份,14.48
650,600158,中体产业,12.59
651,600143,金发科技,16.63
652,600376,首开股份,6.28
653,600207,安彩高科,5.84
654,000951,中国重汽,36.59
655,000001,平安银行,17.18
656,600073,上海梅林,9.29
657,002304,洋河股份,174.97
658,600383,金地集团,13.89
659,601669,中国电建,3.87
660,002468,申通快递,12.87
661,600297,广汇汽车,3.46
662,600597,光明乳业,15.52
663,000568,泸州老窖,186.69
664,601231,环旭电子,22.20
665,600309,万华化学,87.90
666,601628,中国人寿,40.70
667,000157,中联重科,7.46
668,002142,宁波银行,33.30
669,000897,津滨发展,2.65
670,600744,华银电力,2.60
671,600048,保利地产,15.78
672,002244,滨江集团,4.79
673,600196,复星医药,57.33
674,601877,正泰电器,31.30
675,603699,纽威股份,13.83
676,600428,中远海特,3.74
677,601336,新华保险,57.38
678,300085,银之杰,22.39
679,002230,科大讯飞,42.60
680,002570,贝因美,6.07
681,000932,华菱钢铁,5.59
682,600426,华鲁恒升,34.30
683,000423,东阿阿胶,41.55
684,600648,外高桥,14.96
685,600395,盘江股份,6.85
686,601601,中国太保,31.78
687,601818,光大银行,4.00
688,000963,华东医药,29.19
689,600546,山煤国际,8.98
690,600126,杭钢股份,6.10
691,600761,安徽合力,14.43
692,600970,中材国际,6.97
693,601166,兴业银行,17.77
694,600060,海信视像,11.09
695,600663,陆家嘴,11.53
696,000016,深康佳A,6.75
697,002069,獐子岛,3.91
698,600339,中油工程,2.95
699,601666,平煤股份,5.54
700,000596,古井贡酒,228.35
701,600816,*ST安信,1.46
702,600859,王府井,39.96
703,600895,张江高科,18.29
704,600726,华电能源,2.33
705,600300,维维股份,4.01
706,601012,隆基股份,66.56
707,002241,歌尔股份,41.47
708,600779,水井坊,76.29
709,002049,紫光国微,95.38
710,000729,燕京啤酒,8.02
711,600616,金枫酒业,5.32
712,000869,张裕A,35.98
713,000939,*ST凯迪,0.50
